Date,ETF,Open,High,Low,Close,Volume
2019-01-02,AEEM_PA,3.638400077819824,3.7446000576019287,3.631999969482422,3.736500024795532,1323915
2019-01-03,AEEM_PA,3.677900075912476,3.705199956893921,3.651000022888184,3.668600082397461,387274
2019-01-04,AEEM_PA,3.7170000076293945,3.7780001163482666,3.708100080490112,3.7727999687194815,3756234
2019-01-07,AEEM_PA,3.774399995803833,3.775000095367432,3.742899894714356,3.7558999061584473,346205
2019-01-08,AEEM_PA,3.7507998943328857,3.784600019454956,3.74810004234314,3.760400056838989,319360
2019-01-09,AEEM_PA,3.802999973297119,3.827699899673462,3.801899909973145,3.821099996566773,360915
2019-01-10,AEEM_PA,3.7964000701904297,3.839600086212158,3.79259991645813,3.839600086212158,450838
2019-01-11,AEEM_PA,3.838099956512451,3.856699943542481,3.822200059890747,3.856699943542481,959757
2019-01-14,AEEM_PA,3.8020999431610103,3.828700065612793,3.7983999252319336,3.828700065612793,257635
2019-01-15,AEEM_PA,3.869999885559082,3.889400005340576,3.8554000854492183,3.882499933242798,512568
2019-01-16,AEEM_PA,3.896699905395508,3.928100109100342,3.891999959945679,3.928100109100342,414887
2019-01-17,AEEM_PA,3.8945000171661377,3.921099901199341,3.889699935913086,3.921099901199341,863800
2019-01-18,AEEM_PA,3.927900075912476,3.983999967575073,3.9254000186920166,3.9800000190734863,918365
2019-01-21,AEEM_PA,3.9498000144958496,3.955699920654297,3.9426000118255615,3.952800035476685,428068
2019-01-22,AEEM_PA,3.9228999614715576,3.9319000244140634,3.911400079727173,3.924999952316284,862766
2019-01-23,AEEM_PA,3.91729998588562,3.938499927520752,3.913000106811523,3.920799970626831,113720
2019-01-24,AEEM_PA,3.936000108718872,3.981800079345703,3.936000108718872,3.981800079345703,1021453
2019-01-25,AEEM_PA,4.019100189208984,4.03000020980835,4.013599872589111,4.021299839019775,416783
2019-01-28,AEEM_PA,3.984699964523315,3.9886999130249023,3.9430999755859375,3.954400062561035,300555
2019-01-29,AEEM_PA,3.957600116729736,3.9911000728607178,3.954499959945679,3.9791998863220215,736334
2019-01-30,AEEM_PA,3.9876999855041504,4.009200096130371,3.9862000942230233,3.9983999729156494,359507
2019-01-31,AEEM_PA,4.038300037384033,4.078499794006348,4.033100128173828,4.078499794006348,924025
2019-02-01,AEEM_PA,4.053800106048584,4.058199882507324,4.037499904632568,4.04040002822876,389386
2019-02-04,AEEM_PA,4.049699783325195,4.078400135040283,4.039999961853027,4.078400135040283,811146
2019-02-05,AEEM_PA,4.070300102233887,4.11899995803833,4.070000171661377,4.11899995803833,567199
2019-02-06,AEEM_PA,4.122799873352051,4.132500171661377,4.094299793243408,4.100599765777588,1278010
2019-02-07,AEEM_PA,4.076399803161621,4.084400177001953,4.02839994430542,4.02839994430542,646580
2019-02-08,AEEM_PA,4.047500133514404,4.058899879455566,4.01140022277832,4.01140022277832,761575
2019-02-11,AEEM_PA,4.046299934387207,4.071199893951416,4.046299934387207,4.059000015258789,57680
2019-02-12,AEEM_PA,4.070899963378906,4.081299781799316,4.06820011138916,4.076300144195557,543542
2019-02-13,AEEM_PA,4.076399803161621,4.084099769592285,4.053100109100342,4.054200172424316,1642809
2019-02-14,AEEM_PA,4.064599990844727,4.069300174713135,4.026700019836426,4.031400203704834,463920
2019-02-15,AEEM_PA,4.013299942016602,4.060999870300293,4.01200008392334,4.055799961090088,359937
2019-02-18,AEEM_PA,4.0625,4.0625,4.046000003814697,4.053999900817871,354372
2019-02-19,AEEM_PA,4.043300151824951,4.057300090789795,4.021100044250488,4.053299903869629,532746
2019-02-20,AEEM_PA,4.08050012588501,4.107600212097168,4.06879997253418,4.100900173187256,1967988
2019-02-21,AEEM_PA,4.0960001945495605,4.101500034332275,4.061299800872803,4.069399833679199,469214
2019-02-22,AEEM_PA,4.104000091552734,4.131999969482422,4.104000091552734,4.130000114440918,505245
2019-02-25,AEEM_PA,4.151899814605713,4.184500217437744,4.146900177001953,4.177800178527832,425455
2019-02-26,AEEM_PA,4.1407999992370605,4.148399829864502,4.12470006942749,4.148399829864502,706616
2019-02-27,AEEM_PA,4.110499858856201,4.117099761962891,4.093999862670898,4.109399795532227,389717
2019-02-28,AEEM_PA,4.074299812316895,4.087699890136719,4.060999870300293,4.061600208282471,622682
2019-03-01,AEEM_PA,4.0929999351501465,4.101399898529053,4.060299873352051,4.060299873352051,631309
2019-03-04,AEEM_PA,4.097799777984619,4.105100154876709,4.079500198364258,4.079500198364258,344463
2019-03-05,AEEM_PA,4.1128997802734375,4.140399932861328,4.103000164031982,4.140399932861328,150054
2019-03-06,AEEM_PA,4.129799842834473,4.139400005340576,4.122200012207031,4.128699779510498,352450
2019-03-07,AEEM_PA,4.090199947357178,4.116700172424316,4.077899932861328,4.089799880981445,184918
2019-03-08,AEEM_PA,4.041600227355957,4.053299903869629,4.0142998695373535,4.02810001373291,1587079
2019-03-11,AEEM_PA,4.079400062561035,4.112299919128418,4.067299842834473,4.110099792480469,280888
2019-03-12,AEEM_PA,4.132999897003174,4.132999897003174,4.110000133514404,4.115699768066406,626610
2019-03-13,AEEM_PA,4.108799934387207,4.11299991607666,4.098400115966797,4.100299835205078,3670678
2019-03-14,AEEM_PA,4.0903000831604,4.104499816894531,4.075799942016602,4.085299968719482,718094
2019-03-15,AEEM_PA,4.117099761962891,4.143799781799316,4.116899967193604,4.141200065612793,1173871
2019-03-18,AEEM_PA,4.1585001945495605,4.175000190734863,4.156700134277344,4.167399883270264,597842
2019-03-19,AEEM_PA,4.16949987411499,4.191400051116943,4.165599822998047,4.189700126647949,849216
2019-03-20,AEEM_PA,4.167399883270264,4.167699813842773,4.136799812316895,4.136799812316895,252474
2019-03-21,AEEM_PA,4.142600059509277,4.166399955749512,4.135900020599365,4.152500152587891,509869
2019-03-22,AEEM_PA,4.147799968719482,4.157100200653076,4.095699787139893,4.099599838256836,436294
2019-03-25,AEEM_PA,4.075399875640869,4.093500137329102,4.061399936676025,4.090000152587891,1194472
2019-03-26,AEEM_PA,4.085400104522705,4.119800090789795,4.081500053405762,4.10260009765625,635358
2019-03-27,AEEM_PA,4.121200084686279,4.121200084686279,4.069300174713135,4.085700035095215,535315
2019-03-28,AEEM_PA,4.081299781799316,4.105599880218506,4.079999923706055,4.089499950408936,1560535
2019-03-29,AEEM_PA,4.136799812316895,4.156199932098389,4.13539981842041,4.156199932098389,608283
2019-04-01,AEEM_PA,4.18779993057251,4.217100143432617,4.18779993057251,4.214099884033203,527101
2019-04-02,AEEM_PA,4.217899799346924,4.233200073242188,4.207300186157227,4.215000152587891,350982
2019-04-03,AEEM_PA,4.248199939727783,4.260000228881836,4.237199783325195,4.256100177764893,375230
2019-04-04,AEEM_PA,4.229100227355957,4.260799884796143,4.223800182342529,4.250500202178955,179862
2019-04-05,AEEM_PA,4.265900135040283,4.291200160980225,4.261000156402588,4.287899971008301,273710
2019-04-08,AEEM_PA,4.262800216674805,4.269199848175049,4.245699882507324,4.269199848175049,571951
2019-04-09,AEEM_PA,4.275100231170654,4.291600227355957,4.266300201416016,4.266300201416016,241078
2019-04-10,AEEM_PA,4.284599781036377,4.309999942779541,4.281799793243408,4.3028998374938965,1693228
2019-04-11,AEEM_PA,4.281300067901611,4.281300067901611,4.252699851989746,4.252699851989746,2073620
2019-04-12,AEEM_PA,4.251500129699707,4.280600070953369,4.248700141906738,4.271699905395508,207902
2019-04-15,AEEM_PA,4.260900020599365,4.26800012588501,4.235799789428711,4.244699954986572,277807
2019-04-16,AEEM_PA,4.272200107574463,4.286200046539307,4.269499778747559,4.28249979019165,511844
2019-04-17,AEEM_PA,4.295599937438965,4.316199779510498,4.287700176239014,4.287700176239014,837420
2019-04-18,AEEM_PA,4.266600131988525,4.309800148010254,4.265200138092041,4.309800148010254,458752
2019-04-23,AEEM_PA,4.278900146484375,4.304800033569336,4.267499923706055,4.303899765014648,499396
2019-04-24,AEEM_PA,4.286399841308594,4.299900054931641,4.257199764251709,4.270999908447266,643371
2019-04-25,AEEM_PA,4.266300201416016,4.2667999267578125,4.2403998374938965,4.264999866485596,823426
2019-04-26,AEEM_PA,4.266200065612793,4.288400173187256,4.260000228881836,4.285399913787842,1230150
2019-04-29,AEEM_PA,4.298299789428711,4.305699825286865,4.2846999168396,4.287399768829346,227683
2019-04-30,AEEM_PA,4.2571001052856445,4.263800144195557,4.245100021362305,4.255000114440918,470823
2019-05-02,AEEM_PA,4.272200107574463,4.272600173950195,4.247300148010254,4.248799800872803,596370
2019-05-03,AEEM_PA,4.276800155639648,4.309100151062012,4.274799823760986,4.302199840545654,759049
2019-05-06,AEEM_PA,4.17110013961792,4.2052001953125,4.166500091552734,4.199999809265137,702357
